title,abstract,keywords,year,cleaned
"Maintaining social capital in offenders with schizophrenia spectrum
disorder-An explorative analysis of influential factors","The importance of ``social capital{''} in offender rehabilitation has
been well established: Stable family and community relationships offer
practical assistance in the resettlement process after being released
from custody and can serve as motivation for building a new sense of
self off the criminal past, thus reducing the risk of re-offending. This
also applies to offenders with severe mental disorders. The aim of this
study was to identify factors that promote or hinder the establishment
or maintenance of social relationships upon release from a court-ordered
inpatient treatment using a modern statistical method-machine learning
(ML)-on a dataset of 369 offenders with schizophrenia spectrum disorder
(SSD). With an AUC of 0.73, support vector machines (SVM) outperformed
all the other ML algorithms. The following factors were identified as
most important for the outcome in respect of a successful re-integration
into society: Social integration and living situation prior to the
hospitalization, a low risk of re-offending at time of discharge from
the institution, insight in the wrongfulness of the offense as well as
into the underlying psychiatric illness and need for treatment,
addressing future perspectives in psychotherapy, the improvement of
antisocial behavior during treatment as well as a detention period of
less than 1 year emerged as the most predictive out of over 500
variables in distinguishing patients who had a social network after
discharge from those who did not. Surprisingly, neither severity and
type of offense nor severity of the psychiatric illness proved to affect
whether the patient had social contacts upon discharge or not. The fact
that the majority of determinants which promote the maintenance of
social contacts can be influenced by therapeutic interventions
emphasizes the importance of the rehabilitative approach in
forensic-psychiatric therapy.","social capital; machine learning; schizophrenia; personal recovery;
forensic psychiatry",2022,"Maintaining social capital in offenders with schizophrenia spectrum
disorder-An explorative analysis of influential factors The importance of ``social capital{''} in offender rehabilitation has
been well established: Stable family and community relationships offer
practical assistance in the resettlement process after being released
from custody and can serve as motivation for building a new sense of
self off the criminal past, thus reducing the risk of re-offending. This
also applies to offenders with severe mental disorders. The aim of this
study was to identify factors that promote or hinder the establishment
or maintenance of social relationships upon release from a court-ordered
inpatient treatment using a modern statistical method-machine learning
(ML)-on a dataset of 369 offenders with schizophrenia spectrum disorder
(SSD). With an AUC of 0.73, support vector machines (SVM) outperformed
all the other ML algorithms. The following factors were identified as
most important for the outcome in respect of a successful re-integration
into society: Social integration and living situation prior to the
hospitalization, a low risk of re-offending at time of discharge from
the institution, insight in the wrongfulness of the offense as well as
into the underlying psychiatric illness and need for treatment,
addressing future perspectives in psychotherapy, the improvement of
antisocial behavior during treatment as well as a detention period of
less than 1 year emerged as the most predictive out of over 500
variables in distinguishing patients who had a social network after
discharge from those who did not. Surprisingly, neither severity and
type of offense nor severity of the psychiatric illness proved to affect
whether the patient had social contacts upon discharge or not. The fact
that the majority of determinants which promote the maintenance of
social contacts can be influenced by therapeutic interventions
emphasizes the importance of the rehabilitative approach in
forensic-psychiatric therapy. social capital; machine learning; schizophrenia; personal recovery;
forensic psychiatry"
"Text and video mining solutions to national security intelligence
problems","Since the end of the Cold War, the threat of large scale wars has been
substituted by new threats: terrorism, organized crime, trafficking,
smuggling, proliferation of weapons of mass destruction. The new
criminals, especially the so-called ``jihadist{''} terrorists, are using
the new technologies, as those enhanced by Web2.0, to fight their war.
But also intelligence analysts react in their daily fights using new
technologies (e.g. text and video mining) to automatically analyze the
content of information rich online data banks, suspected web sites,
blogs, emails, chat lines, instant messages and all other digital media
either for investigation (eg. to detect abnormal behaviors or links
between people and organizations, trends of social and economic actions,
topics of interest also if they are ``sunk{''} among terabytes of
information) or understanding (eg. in radicalization studies). This
paper presents an integration of text and video mining in applicative
examples.",text mining; video mining; national security; intelligence,2009,"Text and video mining solutions to national security intelligence
problems Since the end of the Cold War, the threat of large scale wars has been
substituted by new threats: terrorism, organized crime, trafficking,
smuggling, proliferation of weapons of mass destruction. The new
criminals, especially the so-called ``jihadist{''} terrorists, are using
the new technologies, as those enhanced by Web2.0, to fight their war.
But also intelligence analysts react in their daily fights using new
technologies (e.g. text and video mining) to automatically analyze the
content of information rich online data banks, suspected web sites,
blogs, emails, chat lines, instant messages and all other digital media
either for investigation (eg. to detect abnormal behaviors or links
between people and organizations, trends of social and economic actions,
topics of interest also if they are ``sunk{''} among terabytes of
information) or understanding (eg. in radicalization studies). This
paper presents an integration of text and video mining in applicative
examples. text mining; video mining; national security; intelligence"
"Organized crime behavior of shell-company networks in procurement:
prevention insights for policy and reform","In recent years, the analysis of economic crime and corruption in
procurement has benefited from integrative studies that acknowledge the
interconnected nature of the procurement ecosystem. Following this line
of research, we present a networks approach for the analysis of
shell-companies operations in procurement that makes use of contracting
and ownership data under one framework to gain knowledge about the
organized crime behavior that emerges in this setting. In this approach,
ownership and management data are used to identify connected components
in shell-company networks that, together with the contracting data,
allows to develop an alternative representation of the traditional
buyer-supplier network: the module-component bipartite network, where
the modules are groups of buyers and the connected components are groups
of suppliers. This is applied to two documented cases of procurement
corruption in Mexico characterized by the involvement of large groups of
shell-companies in the misappropriation of millions of dollars across
many sectors. We quantify the economic impact of single versus connected
shell-companies operations. In addition, we incorporate metrics for the
diversity of operations and favoritism levels. This paper builds into
the quantitative organized crime in the private sector studies and
contributes by proposing a networks approach for preventing fraud and
understanding the need for legal reforms.","Corruption; Fraud; Public procurement; Shell-companies; Ownership;
Organized crime; Network analysis",2024,"Organized crime behavior of shell-company networks in procurement:
prevention insights for policy and reform In recent years, the analysis of economic crime and corruption in
procurement has benefited from integrative studies that acknowledge the
interconnected nature of the procurement ecosystem. Following this line
of research, we present a networks approach for the analysis of
shell-companies operations in procurement that makes use of contracting
and ownership data under one framework to gain knowledge about the
organized crime behavior that emerges in this setting. In this approach,
ownership and management data are used to identify connected components
in shell-company networks that, together with the contracting data,
allows to develop an alternative representation of the traditional
buyer-supplier network: the module-component bipartite network, where
the modules are groups of buyers and the connected components are groups
of suppliers. This is applied to two documented cases of procurement
corruption in Mexico characterized by the involvement of large groups of
shell-companies in the misappropriation of millions of dollars across
many sectors. We quantify the economic impact of single versus connected
shell-companies operations. In addition, we incorporate metrics for the
diversity of operations and favoritism levels. This paper builds into
the quantitative organized crime in the private sector studies and
contributes by proposing a networks approach for preventing fraud and
understanding the need for legal reforms. Corruption; Fraud; Public procurement; Shell-companies; Ownership;
Organized crime; Network analysis"
"Innovative Telecom Fraud Detection: A New Dataset and an Advanced Model
with RoBERTa and Dual Loss Functions","Telecom fraud has emerged as one of the most pressing challenges in the
criminal field. With advancements in artificial intelligence, telecom
fraud texts have become increasingly covert and deceptive. Existing
prevention methods, such as mobile number tracking, detection, and
traditional machine-learning-based text recognition, struggle in terms
of their real-time performance in identifying telecom fraud.
Additionally, the scarcity of Chinese telecom fraud text data has
limited research in this area. In this paper, we propose a telecom fraud
text detection model, RoBERTa-MHARC, which combines RoBERTa with a
multi-head attention mechanism and residual connections. First, the
model selects data categories from the CCL2023 telecom fraud dataset as
basic samples and merges them with collected telecom fraud text data,
creating a five-category dataset covering impersonation of customer
service, impersonation of leadership acquaintances, loans, public
security fraud, and normal text. During training, the model integrates a
multi-head attention mechanism and enhances its training efficiency
through residual connections. Finally, the model improves its
multi-class classification accuracy by incorporating an inconsistency
loss function alongside the cross-entropy loss. The experimental results
demonstrate that our model performs well on multiple benchmark datasets,
achieving an F1 score of 97.65 on the FBS dataset, 98.10 on our own
dataset, and 93.69 on the news dataset.","telecom fraud dataset; dual loss functions; natural language processing;
text classification",2024,"Innovative Telecom Fraud Detection: A New Dataset and an Advanced Model
with RoBERTa and Dual Loss Functions Telecom fraud has emerged as one of the most pressing challenges in the
criminal field. With advancements in artificial intelligence, telecom
fraud texts have become increasingly covert and deceptive. Existing
prevention methods, such as mobile number tracking, detection, and
traditional machine-learning-based text recognition, struggle in terms
of their real-time performance in identifying telecom fraud.
Additionally, the scarcity of Chinese telecom fraud text data has
limited research in this area. In this paper, we propose a telecom fraud
text detection model, RoBERTa-MHARC, which combines RoBERTa with a
multi-head attention mechanism and residual connections. First, the
model selects data categories from the CCL2023 telecom fraud dataset as
basic samples and merges them with collected telecom fraud text data,
creating a five-category dataset covering impersonation of customer
service, impersonation of leadership acquaintances, loans, public
security fraud, and normal text. During training, the model integrates a
multi-head attention mechanism and enhances its training efficiency
through residual connections. Finally, the model improves its
multi-class classification accuracy by incorporating an inconsistency
loss function alongside the cross-entropy loss. The experimental results
demonstrate that our model performs well on multiple benchmark datasets,
achieving an F1 score of 97.65 on the FBS dataset, 98.10 on our own
dataset, and 93.69 on the news dataset. telecom fraud dataset; dual loss functions; natural language processing;
text classification"
"Building Public Trust in Bahrain: Leveraging Artificial Intelligence to
Combat Financial Fraud and Terrorist Financing Through Cryptocurrency
Tracking","This study assesses public trust in Bahrain regarding the potential of
artificial intelligence (AI) to mitigate the use of cryptocurrencies in
financial fraud and terrorist financing. The increasing risks associated
with illicit financial activities have been exacerbated by the rapid
expansion of e-commerce linked to cryptocurrencies, leading to
vulnerabilities in financial technology systems. AI presents a viable
solution for detecting, analyzing, and assessing the risks associated
with cryptocurrency transactions, strengthening confidence in financial
institutions' regulatory measures. Evaluating public trust is crucial to
understanding societal awareness of AI's role in monitoring and
regulating virtual financial transactions to prevent fraud. This
research employs a quantitative approach to examine the key factors that
enhance confidence in AI-driven auditing and oversight of cryptocurrency
transfers. The findings indicate that, while AI offers significant
advantages in combating financial crime, certain challenges remain.
These include technological complexities, difficulties in accurately
identifying users, and weaknesses in electronic financial and legal
regulatory frameworks. Such challenges may undermine public trust in
AI's effectiveness in financial oversight. Addressing these concerns is
essential to ensuring the successful integration of AI in financial
regulation and reinforcing its role in enhancing security and
transparency in cryptocurrency transactions.","cryptocurrencies; Bahrain; public trust; financial fraud; terrorist
financing; artificial intelligence; public opinion",2025,"Building Public Trust in Bahrain: Leveraging Artificial Intelligence to
Combat Financial Fraud and Terrorist Financing Through Cryptocurrency
Tracking This study assesses public trust in Bahrain regarding the potential of
artificial intelligence (AI) to mitigate the use of cryptocurrencies in
financial fraud and terrorist financing. The increasing risks associated
with illicit financial activities have been exacerbated by the rapid
expansion of e-commerce linked to cryptocurrencies, leading to
vulnerabilities in financial technology systems. AI presents a viable
solution for detecting, analyzing, and assessing the risks associated
with cryptocurrency transactions, strengthening confidence in financial
institutions' regulatory measures. Evaluating public trust is crucial to
understanding societal awareness of AI's role in monitoring and
regulating virtual financial transactions to prevent fraud. This
research employs a quantitative approach to examine the key factors that
enhance confidence in AI-driven auditing and oversight of cryptocurrency
transfers. The findings indicate that, while AI offers significant
advantages in combating financial crime, certain challenges remain.
These include technological complexities, difficulties in accurately
identifying users, and weaknesses in electronic financial and legal
regulatory frameworks. Such challenges may undermine public trust in
AI's effectiveness in financial oversight. Addressing these concerns is
essential to ensuring the successful integration of AI in financial
regulation and reinforcing its role in enhancing security and
transparency in cryptocurrency transactions. cryptocurrencies; Bahrain; public trust; financial fraud; terrorist
financing; artificial intelligence; public opinion"
"Intelligent Context based Prediction using Probabilistic Intent-Action
Ontology and Tone Matching Algorithm","In many real life situations end results and basic starting data are
known. To deduce conclusive evidence or to build holistic picture one
needs to find out hidden information and missing text. This research
paper delivers a novel algorithm (Probabilistic Intent-Action Ontology
and Tone Matching Algorithm) to map multiple events on time line by
determining their interdependency to predict the most probable series of
events that might have occurred. Various aspects of flow of events,
continuity, negation, shift of emotions etc. are considered. This
algorithm is based on analyzing multidimensional intent and action
relationships, application of naive Bayes theorem to text, plotting
relative hyperbolic probability and plotting the tone matching graph and
calculating deviations. The proposed method shows very promising
results. This approach can be used to solve many real life problems like
solving criminal cases, completing stories, and identifying gaps in
data.","Intent-Action Ontology; Bayes Theorem Closeness Factor; Data Mining;
Machine Learning; Cognitive Sciences; Artificial Intelligence",2017,"Intelligent Context based Prediction using Probabilistic Intent-Action
Ontology and Tone Matching Algorithm In many real life situations end results and basic starting data are
known. To deduce conclusive evidence or to build holistic picture one
needs to find out hidden information and missing text. This research
paper delivers a novel algorithm (Probabilistic Intent-Action Ontology
and Tone Matching Algorithm) to map multiple events on time line by
determining their interdependency to predict the most probable series of
events that might have occurred. Various aspects of flow of events,
continuity, negation, shift of emotions etc. are considered. This
algorithm is based on analyzing multidimensional intent and action
relationships, application of naive Bayes theorem to text, plotting
relative hyperbolic probability and plotting the tone matching graph and
calculating deviations. The proposed method shows very promising
results. This approach can be used to solve many real life problems like
solving criminal cases, completing stories, and identifying gaps in
data. Intent-Action Ontology; Bayes Theorem Closeness Factor; Data Mining;
Machine Learning; Cognitive Sciences; Artificial Intelligence"
Credit Card Fraud Detection Using Data Science Technique,"The study focuses on detecting credit card spam in real-world Entity.
Credit card spam is on the rise in comparison to prior years. Criminals
are employing false identities and other technologies to trick people
and steal their money. As a result, finding a solution to these sorts of
scams is critical. In this paper, we developed a model to detect
fraudulent behaviour in credit card transactions. This system can
provide the majority of the functionality required to detect fraudulent
and illegal transactions. It gets increasingly difficult to trace the
behaviour and patterns of unlawful transactions as technology advances.
Machine learning, artificial intelligence, and other technology
disciplines can be used to discover a solution; it is now easy to
automate this process and save part of the significant work needed in
detecting credit card fraud. Initially, we will gather credit card use
data from consumers and use a machine learning approach to separate it
into training and testing data sets. We may examine the broader data-set
and the user-supplied current data-set using this possible technique.
The precision of the outcome data is then increased. We moved on to the
processing application of some of the given attributes, which can impact
the identification of fraud in the graphic data visualisation model's
display. The techniques' accuracy, sensitivity, specificity, and
precision are used to evaluate their performance.",Machine Learning Algorithm; Illegal Transactions; Credit Card,2022,"Credit Card Fraud Detection Using Data Science Technique The study focuses on detecting credit card spam in real-world Entity.
Credit card spam is on the rise in comparison to prior years. Criminals
are employing false identities and other technologies to trick people
and steal their money. As a result, finding a solution to these sorts of
scams is critical. In this paper, we developed a model to detect
fraudulent behaviour in credit card transactions. This system can
provide the majority of the functionality required to detect fraudulent
and illegal transactions. It gets increasingly difficult to trace the
behaviour and patterns of unlawful transactions as technology advances.
Machine learning, artificial intelligence, and other technology
disciplines can be used to discover a solution; it is now easy to
automate this process and save part of the significant work needed in
detecting credit card fraud. Initially, we will gather credit card use
data from consumers and use a machine learning approach to separate it
into training and testing data sets. We may examine the broader data-set
and the user-supplied current data-set using this possible technique.
The precision of the outcome data is then increased. We moved on to the
processing application of some of the given attributes, which can impact
the identification of fraud in the graphic data visualisation model's
display. The techniques' accuracy, sensitivity, specificity, and
precision are used to evaluate their performance. Machine Learning Algorithm; Illegal Transactions; Credit Card"
"AI-DRIVEN MIGRATION MANAGEMENT PROCEDURES: FUNDAMENTAL RIGHTS ISSUES AND
REGULATORY ANSWERS","Artificial Intelligence can represent a valuable resource in managing
migration flows. AI algorithms can perform several tasks including
border controls, identity checks and predictive policing procedures.
However, the utilization of such tools in the migration context raises
several issues which must be analyzed and discussed in their
implications. The presence of bias in datasets can lead to outcomes
detrimental to the already vulnerable conditions of migrants.
Furthermore, the inherent opaqueness of AI algorithms working routine
does not allow the formulation of a clear accountability framework. This
article aims to address these concerns to formulate valid answers from a
legal and technological perspective, mainly focusing on the European
Union approach to these issues.","Artificial Intelligence; algorithms; migration; borders; fundamental
rights",2021,"AI-DRIVEN MIGRATION MANAGEMENT PROCEDURES: FUNDAMENTAL RIGHTS ISSUES AND
REGULATORY ANSWERS Artificial Intelligence can represent a valuable resource in managing
migration flows. AI algorithms can perform several tasks including
border controls, identity checks and predictive policing procedures.
However, the utilization of such tools in the migration context raises
several issues which must be analyzed and discussed in their
implications. The presence of bias in datasets can lead to outcomes
detrimental to the already vulnerable conditions of migrants.
Furthermore, the inherent opaqueness of AI algorithms working routine
does not allow the formulation of a clear accountability framework. This
article aims to address these concerns to formulate valid answers from a
legal and technological perspective, mainly focusing on the European
Union approach to these issues. Artificial Intelligence; algorithms; migration; borders; fundamental
rights"
Towards AI forensics: Did the artificial intelligence system do it?,"Artificial intelligence (AI) makes decisions impacting our daily lives
in an increasingly autonomous manner. Their actions might cause
accidents, harm, or, more generally, violate regulations. Determining
whether an AI caused a specific event and, if so, what triggered the
AI's action, are key forensic questions. We provide a conceptualization
of the problems and strategies for forensic investigation. We focus on
AI that is potentially ``malicious by design{''}and gray box analysis.
Our evaluation using convolutional neural networks illustrates
challenges and ideas for identifying malicious AI.","Digital forensics; Deep learning; Drones; Computer vision;
Explainability",2023,"Towards AI forensics: Did the artificial intelligence system do it? Artificial intelligence (AI) makes decisions impacting our daily lives
in an increasingly autonomous manner. Their actions might cause
accidents, harm, or, more generally, violate regulations. Determining
whether an AI caused a specific event and, if so, what triggered the
AI's action, are key forensic questions. We provide a conceptualization
of the problems and strategies for forensic investigation. We focus on
AI that is potentially ``malicious by design{''}and gray box analysis.
Our evaluation using convolutional neural networks illustrates
challenges and ideas for identifying malicious AI. Digital forensics; Deep learning; Drones; Computer vision;
Explainability"
Machine Learning Approach to Anti-Money Laundering: A Review,"For decades, money laundering has been a global issue, posing a severe
threat to economies and societies. Despite the fact that billions of
dollars in fines from authorities and the dismantling of illegal
businesses continue to make headlines, government, regulatory, and
financial bodies are all fighting the problem in their own ways.
Traditional techniques of detecting and monitoring unlawful activities,
while improved to some extent, are insufficient to keep up with the
rising pace of criminal activity and the volume of data and transactions
that flow around the world. Machine Learning techniques for anti-money
laundering implementation have already been offered, however they are
still in the early stages of development. Deep Learning approaches have
been discovered to work even better with the enormous datasets that have
been provided. This paper attempts to highlight and compare some of the
traditional and machine learning based techniques that have been used
and proposed to curb money laundering.","machine learning (ML); deep learning (DL); anti-money laundering (AML);
fraudulent transactions",2022,"Machine Learning Approach to Anti-Money Laundering: A Review For decades, money laundering has been a global issue, posing a severe
threat to economies and societies. Despite the fact that billions of
dollars in fines from authorities and the dismantling of illegal
businesses continue to make headlines, government, regulatory, and
financial bodies are all fighting the problem in their own ways.
Traditional techniques of detecting and monitoring unlawful activities,
while improved to some extent, are insufficient to keep up with the
rising pace of criminal activity and the volume of data and transactions
that flow around the world. Machine Learning techniques for anti-money
laundering implementation have already been offered, however they are
still in the early stages of development. Deep Learning approaches have
been discovered to work even better with the enormous datasets that have
been provided. This paper attempts to highlight and compare some of the
traditional and machine learning based techniques that have been used
and proposed to curb money laundering. machine learning (ML); deep learning (DL); anti-money laundering (AML);
fraudulent transactions"
"Deep learning in sex estimation from photographed human mandible using
the Human Osteological Research Collection","Sex estimation is a necessary part of forensic and osteological analyses
of skeletal human remains in the construction of a biological profile.
Several skeletal traits are sexually dimorphic and used for skeletal sex
estimation. The human mandible and morphological traits therein have
been long used for sex estimation, but the validity of using the
mandible in this purpose has become a concern. In this study, we
examined the potential of artificial intelligence (AI) and especially
deep learning (DL) to provide accurate sex estimations from the
mandible. We used 193 modern South African mandibles from the Human
Osteological Research Collection (HORC) in the Sefako Makgatho Health
Sciences university with known sex to conduct our study. All mandibles
were photographed from the same angle and the photographs were analyzed
with an open-source DL software. The bestperforming DL algorithm
estimated the sex of males with 100\% accuracy and females with 76.9\%
accuracy. However, further studies with a higher number of specimens
could provide more reliable validity for using AI when building the
biological profile from skeletal remains.","Artificial intelligence; Deep learning; Sex estimation; Sexual
Dimorphism; Mandible; Anthropology",2024,"Deep learning in sex estimation from photographed human mandible using
the Human Osteological Research Collection Sex estimation is a necessary part of forensic and osteological analyses
of skeletal human remains in the construction of a biological profile.
Several skeletal traits are sexually dimorphic and used for skeletal sex
estimation. The human mandible and morphological traits therein have
been long used for sex estimation, but the validity of using the
mandible in this purpose has become a concern. In this study, we
examined the potential of artificial intelligence (AI) and especially
deep learning (DL) to provide accurate sex estimations from the
mandible. We used 193 modern South African mandibles from the Human
Osteological Research Collection (HORC) in the Sefako Makgatho Health
Sciences university with known sex to conduct our study. All mandibles
were photographed from the same angle and the photographs were analyzed
with an open-source DL software. The bestperforming DL algorithm
estimated the sex of males with 100\% accuracy and females with 76.9\%
accuracy. However, further studies with a higher number of specimens
could provide more reliable validity for using AI when building the
biological profile from skeletal remains. Artificial intelligence; Deep learning; Sex estimation; Sexual
Dimorphism; Mandible; Anthropology"
"Professional Development for High School Computer Science Teachers on
Data Science through a Feminist Lens","This Research-to-Practice Work in Progress paper presents a recent
professional development for high school computer science teachers. The
court system increasingly relies on algorithms to rate a criminal
defendant's likelihood of recidivism. These algorithms utilize machine
learning models tuned on biased datasets, resulting in false
assessments. There are several other alerting examples of how a software
engineer's personal bias affects their design and development of
technology. This bias leads to poor usability of technology for
underserved groups. Data science applies machine learning on massive
datasets to invent new technology to improve everyday life from
healthcare to consumer needs. Designing and developing data science
solutions for a diverse population requires an unbiased approach. Data
feminism, which emerges from the intersecting fields of data science and
feminist theory, presents a methodology to solve data science problems
given three principles: 1) invent new ways to represent data unknowns,
2) invent new ways to reference the material economy behind the data, 3)
make dissent possible. In this paper, we present a case study on a
week-long online professional development for computer science high
school teachers on data science using a data feminist lens. We discuss
the data science tools and technology taught during the weeklong event.
We share examples of the data feminism principles and class exercises.
The computer science teachers also participated in community building
activities. The culminating weeklong challenge was to analyze an
earthquake dataset, which included themes of socioeconomic disparity
within a city. The teachers worked in teams to explore this dataset with
the new data science techniques and recommend resource management
solutions for a city's earthquake response. In this paper, we explore
the question: how the participating computer science high school
teachers incorporate data feminism into their data science pipeline? We
analyze the audio transcripts collected during the week to create visual
analytics on our findings. We consider the impacts of culturally
responsive approaches to computer science K-12 curriculum and future
professional development in this space.",,2021,"Professional Development for High School Computer Science Teachers on
Data Science through a Feminist Lens This Research-to-Practice Work in Progress paper presents a recent
professional development for high school computer science teachers. The
court system increasingly relies on algorithms to rate a criminal
defendant's likelihood of recidivism. These algorithms utilize machine
learning models tuned on biased datasets, resulting in false
assessments. There are several other alerting examples of how a software
engineer's personal bias affects their design and development of
technology. This bias leads to poor usability of technology for
underserved groups. Data science applies machine learning on massive
datasets to invent new technology to improve everyday life from
healthcare to consumer needs. Designing and developing data science
solutions for a diverse population requires an unbiased approach. Data
feminism, which emerges from the intersecting fields of data science and
feminist theory, presents a methodology to solve data science problems
given three principles: 1) invent new ways to represent data unknowns,
2) invent new ways to reference the material economy behind the data, 3)
make dissent possible. In this paper, we present a case study on a
week-long online professional development for computer science high
school teachers on data science using a data feminist lens. We discuss
the data science tools and technology taught during the weeklong event.
We share examples of the data feminism principles and class exercises.
The computer science teachers also participated in community building
activities. The culminating weeklong challenge was to analyze an
earthquake dataset, which included themes of socioeconomic disparity
within a city. The teachers worked in teams to explore this dataset with
the new data science techniques and recommend resource management
solutions for a city's earthquake response. In this paper, we explore
the question: how the participating computer science high school
teachers incorporate data feminism into their data science pipeline? We
analyze the audio transcripts collected during the week to create visual
analytics on our findings. We consider the impacts of culturally
responsive approaches to computer science K-12 curriculum and future
professional development in this space."
"Zipper Pattern: An Investigation into Psychotic Criminal Detection Using
EEG Signals","Background: Electroencephalography (EEG) signal-based machine learning
models are among the most cost-effective methods for information
retrieval. In this context, we aimed to investigate the cortical
activities of psychotic criminal subjects by deploying an explainable
feature engineering (XFE) model using an EEG psychotic criminal dataset.
Methods: In this study, a new EEG psychotic criminal dataset was
curated, containing EEG signals from psychotic criminal and control
groups. To extract meaningful findings from this dataset, we presented a
new channel-based feature extraction function named Zipper Pattern
(ZPat). The proposed ZPat extracts features by analyzing the
relationships between channels. In the feature selection phase of the
proposed XFE model, an iterative neighborhood component analysis (INCA)
feature selector was used to choose the most distinctive features. In
the classification phase, we employed an ensemble and iterative
distance-based classifier to achieve high classification performance.
Therefore, a t-algorithm-based k-nearest neighbors (tkNN) classifier was
used to obtain classification results. The Directed Lobish (DLob)
symbolic language was used to derive interpretable results from the
identities of the selected feature vectors in the final phase of the
proposed ZPat-based XFE model. Results: To obtain the classification
results from the ZPat-based XFE model, leave-one-record-out (LORO) and
10-fold cross-validation (CV) methods were used. The proposed ZPat-based
model achieved over 95\% classification accuracy on the curated EEG
psychotic criminal dataset. Moreover, a cortical connectome diagram
related to psychotic criminal detection was created using a DLob-based
explainable artificial intelligence (XAI) method. Conclusions: In this
regard, the proposed ZPat-based XFE model achieved both high
classification performance and interpretability. Thus, the model
contributes to feature engineering, psychiatry, neuroscience, and
forensic sciences. Moreover, the presented ZPat-based XFE model is one
of the pioneering XAI models for investigating psychotic
criminal/criminal individuals.","zipper pattern; psychotic criminal detection; EEG signal processing;
digital forensics; neuro forensics; explainable feature engineering;
tkNN; directed Lobish",2025,"Zipper Pattern: An Investigation into Psychotic Criminal Detection Using
EEG Signals Background: Electroencephalography (EEG) signal-based machine learning
models are among the most cost-effective methods for information
retrieval. In this context, we aimed to investigate the cortical
activities of psychotic criminal subjects by deploying an explainable
feature engineering (XFE) model using an EEG psychotic criminal dataset.
Methods: In this study, a new EEG psychotic criminal dataset was
curated, containing EEG signals from psychotic criminal and control
groups. To extract meaningful findings from this dataset, we presented a
new channel-based feature extraction function named Zipper Pattern
(ZPat). The proposed ZPat extracts features by analyzing the
relationships between channels. In the feature selection phase of the
proposed XFE model, an iterative neighborhood component analysis (INCA)
feature selector was used to choose the most distinctive features. In
the classification phase, we employed an ensemble and iterative
distance-based classifier to achieve high classification performance.
Therefore, a t-algorithm-based k-nearest neighbors (tkNN) classifier was
used to obtain classification results. The Directed Lobish (DLob)
symbolic language was used to derive interpretable results from the
identities of the selected feature vectors in the final phase of the
proposed ZPat-based XFE model. Results: To obtain the classification
results from the ZPat-based XFE model, leave-one-record-out (LORO) and
10-fold cross-validation (CV) methods were used. The proposed ZPat-based
model achieved over 95\% classification accuracy on the curated EEG
psychotic criminal dataset. Moreover, a cortical connectome diagram
related to psychotic criminal detection was created using a DLob-based
explainable artificial intelligence (XAI) method. Conclusions: In this
regard, the proposed ZPat-based XFE model achieved both high
classification performance and interpretability. Thus, the model
contributes to feature engineering, psychiatry, neuroscience, and
forensic sciences. Moreover, the presented ZPat-based XFE model is one
of the pioneering XAI models for investigating psychotic
criminal/criminal individuals. zipper pattern; psychotic criminal detection; EEG signal processing;
digital forensics; neuro forensics; explainable feature engineering;
tkNN; directed Lobish"
"Fair Prediction with Disparate Impact: A Study of Bias in Recidivism
Prediction Instruments","Recidivism prediction instruments (RPIs) provide decision-makers with an
assessment of the likelihood that a criminal defendant will reoffend at
a future point in time. Although such instruments are gaining increasing
popularity across the country, their use is attracting tremendous
controversy. Much of the controversy concerns potential discriminatory
bias in the risk assessments that are produced. This article discusses
several fairness criteria that have recently been applied to assess the
fairness of RPIs. We demonstrate that the criteria cannot all be
simultaneously satisfied when recidivism prevalence differs across
groups. We then show how disparate impact can arise when an RPI fails to
satisfy the criterion of error rate balance.","bias; disparate impact; fair machine learning; recidivism prediction;
risk assessment",2017,"Fair Prediction with Disparate Impact: A Study of Bias in Recidivism
Prediction Instruments Recidivism prediction instruments (RPIs) provide decision-makers with an
assessment of the likelihood that a criminal defendant will reoffend at
a future point in time. Although such instruments are gaining increasing
popularity across the country, their use is attracting tremendous
controversy. Much of the controversy concerns potential discriminatory
bias in the risk assessments that are produced. This article discusses
several fairness criteria that have recently been applied to assess the
fairness of RPIs. We demonstrate that the criteria cannot all be
simultaneously satisfied when recidivism prevalence differs across
groups. We then show how disparate impact can arise when an RPI fails to
satisfy the criterion of error rate balance. bias; disparate impact; fair machine learning; recidivism prediction;
risk assessment"
